type;created_at;snapshot_id;status;parent;branch;depth;idea;benchmark_preset;native_avg;native_p50;timsort_avg;timsort_p50;delta_vs_immediate_parent_overall_score_p50;display_preset_improvement_vs_native_avg;preset_score_p50;display_preset_improvement_vs_native_p50;anchor_id;anchor_score_p50;delta_vs_anchor_score_p50;suite_presets;primary_metric;preset_quick_score_p50;anchor_preset_quick_score_p50;delta_vs_anchor_preset_quick_score_p50;preset_medium_score_p50;anchor_preset_medium_score_p50;delta_vs_anchor_preset_medium_score_p50;preset_balanced_score_p50;anchor_preset_balanced_score_p50;delta_vs_anchor_preset_balanced_score_p50;passed;failed;total_ms;threshold;tests_failed;anchor_preset_score_p50;current_preset_score_p50;delta_vs_anchor_preset_score_p50;benchmark_step_total;iteration_total;suite_benchmark_current_total;suite_benchmark_parent_total;suite_benchmark_combined_total;overall_score_p50;anchor_overall_score_p50;delta_vs_anchor_overall_score_p50;anchor_improvement_vs_native_overall_p50;improvement_vs_native_overall_p50
snapshot;2026-03-22T11:56:52.454Z;0154;loser;0153;B04.S02.S03.S01.S03.S02;5;S02 final attempt: BULK_COPY_THRESHOLD 768->640;medium;56,443 ms;52,721 ms;54,236 ms;51,339 ms;0,516%;3,911%;0,962739;3,726%;0144;0,959351;-1,863%;quick,medium,balanced;overall_geomean_score_p50;1,003605;1,038959;3,403%;0,962739;0,894550;-7,623%;0,965865;0,950013;-1,669%;7/7;0;265,695 ms;1,00%;0;0,894550;0,962739;-7,623%;76408,000 ms (76,408 s);76689,000 ms (76,689 s);37525,335 ms (37,525 s);38274,308 ms (38,274 s);75799,644 ms (75,800 s);0,977228;0,959351;-1,863%;4,065%;2,277%
snapshot;2026-03-22T11:58:26.725Z;0155;loser;0144;B04.S02.S03.S01.S03.S03;1;S03 new direction: DEFAULT_TMP_STORAGE_LENGTH 256->320;medium;57,513 ms;55,920 ms;55,614 ms;55,752 ms;-1,097%;3,302%;0,972779;2,722%;0144;0,919663;-6,862%;quick,medium,balanced;overall_geomean_score_p50;0,988799;0,912516;-8,360%;0,972779;0,885592;-9,845%;0,986818;0,962524;-2,524%;7/7;0;291,556 ms;1,00%;0;0,885592;0,972779;-9,845%;77216,000 ms (77,216 s);77520,000 ms (77,520 s);38058,358 ms (38,058 s);38572,930 ms (38,573 s);76631,288 ms (76,631 s);0,982773;0,919663;-6,862%;8,034%;1,723%
snapshot;2026-03-22T11:59:54.545Z;0156;loser;0155;B04.S02.S03.S01.S03.S03;2;S03 correction: DEFAULT_TMP_STORAGE_LENGTH 320->288;medium;56,060 ms;54,698 ms;55,089 ms;50,124 ms;-1,496%;1,733%;0,976391;2,361%;0144;0,986824;-1,079%;quick,medium,balanced;overall_geomean_score_p50;1,032689;1,021096;-1,135%;0,976391;0,957776;-1,944%;0,984263;0,982625;-0,167%;7/7;0;253,406 ms;1,00%;0;0,957776;0,976391;-1,944%;75874,000 ms (75,874 s);76143,000 ms (76,143 s);37628,790 ms (37,629 s);37648,234 ms (37,648 s);75277,024 ms (75,277 s);0,997474;0,986824;-1,079%;1,318%;0,253%
snapshot;2026-03-22T12:01:23.406Z;0157;winner;0156;B04.S02.S03.S01.S03.S03;3;S03 continuation: DEFAULT_MIN_GALLOPING 8->7 with TMP=288;medium;60,400 ms;63,920 ms;56,515 ms;53,996 ms;3,038%;6,432%;0,944929;5,507%;0144;0,980018;1,311%;quick,medium,balanced;overall_geomean_score_p50;0,991976;0,991488;-0,049%;0,944929;0,962127;1,787%;0,965190;0,986694;2,179%;7/7;0;273,688 ms;1,00%;0;0,962127;0,944929;1,787%;76878,000 ms (76,878 s);77167,000 ms (77,167 s);38291,059 ms (38,291 s);37969,433 ms (37,969 s);76260,493 ms (76,260 s);0,967174;0,980018;1,311%;1,998%;3,283%
snapshot;2026-03-22T12:03:00.072Z;0158;loser;0157;B04.S02.S03.S01.S03.S03.S01;1;anchor 0157 S01: BULK_COPY_THRESHOLD 512->640 (MIN_GALLOPING=7 TMP=288);medium;57,512 ms;63,050 ms;55,419 ms;50,847 ms;-0,762%;3,640%;0,956835;4,317%;0157;0,973521;-0,105%;quick,medium,balanced;overall_geomean_score_p50;1,000375;0,966913;-3,461%;0,956835;0,965934;0,942%;0,966951;0,987873;2,118%;7/7;0;300,227 ms;1,00%;0;0,965934;0,956835;0,942%;77359,000 ms (77,359 s);77674,000 ms (77,674 s);38665,539 ms (38,666 s);38067,249 ms (38,067 s);76732,788 ms (76,733 s);0,974544;0,973521;-0,105%;2,648%;2,546%
snapshot;2026-03-22T12:04:28.804Z;0159;loser;0158;B04.S02.S03.S01.S03.S03.S01;2;S01 guardrail recovery: BULK_COPY_THRESHOLD 640->576;medium;56,270 ms;53,957 ms;54,008 ms;50,697 ms;-0,885%;4,019%;0,971826;2,817%;0157;0,976711;-0,661%;quick,medium,balanced;overall_geomean_score_p50;1,010779;1,003869;-0,688%;0,971826;0,972190;0,037%;0,967482;0,954706;-1,338%;7/7;0;267,531 ms;1,00%;0;0,972190;0,971826;0,037%;76071,000 ms (76,071 s);76354,000 ms (76,354 s);37622,686 ms (37,623 s);37812,740 ms (37,813 s);75435,427 ms (75,435 s);0,983171;0,976711;-0,661%;2,329%;1,683%
snapshot;2026-03-22T12:05:56.867Z;0160;loser;0159;B04.S02.S03.S01.S03.S03.S01;3;S01 fine sweep: BULK_COPY_THRESHOLD 576->544;medium;57,274 ms;52,233 ms;54,985 ms;53,064 ms;-1,883%;3,997%;0,957477;4,252%;0157;0,983403;-1,859%;quick,medium,balanced;overall_geomean_score_p50;1,075067;0,993229;-8,240%;0,957477;0,984014;2,697%;0,976398;0,973071;-0,342%;7/7;0;267,657 ms;1,00%;0;0,984014;0,957477;2,697%;76663,000 ms (76,663 s);76947,000 ms (76,947 s);37923,480 ms (37,923 s);38121,116 ms (38,121 s);76044,596 ms (76,045 s);1,001683;0,983403;-1,859%;1,660%;-0,168%
snapshot;2026-03-22T12:07:29.835Z;0161;loser;0160;B04.S02.S03.S01.S03.S03.S01;4;S01 structural try: add case4 insertion-shift fast path;medium;58,935 ms;58,221 ms;54,313 ms;51,822 ms;2,028%;7,842%;0,923433;7,657%;0157;0,989411;0,813%;quick,medium,balanced;overall_geomean_score_p50;1,060386;1,021447;-3,812%;0,923433;0,969150;4,717%;0,965214;0,978416;1,349%;7/7;0;270,939 ms;1,00%;0;0,969150;0,923433;4,717%;76004,000 ms (76,004 s);76288,000 ms (76,288 s);37962,241 ms (37,962 s);37415,271 ms (37,415 s);75377,512 ms (75,378 s);0,981366;0,989411;0,813%;1,059%;1,863%
snapshot;2026-03-22T12:08:59.135Z;0162;loser;0161;B04.S02.S03.S01.S03.S03.S01;5;S01 final attempt: keep case4 and set BULK_COPY_THRESHOLD 544->512;medium;57,921 ms;58,761 ms;54,833 ms;56,654 ms;1,597%;5,330%;0,927161;7,284%;0157;0,993500;2,798%;quick,medium,balanced;overall_geomean_score_p50;1,003735;1,036422;3,154%;0,927161;0,984141;5,790%;0,967719;0,961413;-0,656%;7/7;0;285,105 ms;1,00%;0;0,984141;0,927161;5,790%;76664,000 ms (76,664 s);76963,000 ms (76,963 s);38250,518 ms (38,251 s);37803,159 ms (37,803 s);76053,676 ms (76,054 s);0,965698;0,993500;2,798%;0,650%;3,430%
snapshot;2026-03-22T12:10:51.694Z;0163;loser;0157;B04.S02.S03.S01.S03.S03.S02;1;anchor 0157 S02: case4 insertion fast path + BULK_COPY_THRESHOLD 512->480;medium;56,488 ms;56,080 ms;54,157 ms;52,015 ms;-2,184%;4,127%;0,956270;4,373%;0157;0,971494;-1,729%;quick,medium,balanced;overall_geomean_score_p50;1,027880;0,998112;-2,982%;0,956270;0,959810;0,369%;0,982054;0,957097;-2,608%;7/7;0;263,052 ms;1,00%;0;0,959810;0,956270;0,369%;76215,000 ms (76,215 s);76492,000 ms (76,492 s);37841,654 ms (37,842 s);37738,677 ms (37,739 s);75580,331 ms (75,580 s);0,988294;0,971494;-1,729%;2,851%;1,171%
snapshot;2026-03-22T12:12:17.719Z;0164;loser;0163;B04.S02.S03.S01.S03.S03.S02;2;S02 reset threshold: BULK_COPY_THRESHOLD 480->512 with case4 path retained;medium;56,712 ms;54,413 ms;55,274 ms;52,857 ms;-1,344%;2,535%;0,973223;2,678%;0157;0,956028;-4,764%;quick,medium,balanced;overall_geomean_score_p50;1,034058;0,961796;-7,513%;0,973223;0,946332;-2,842%;0,998373;0,960031;-3,994%;7/7;0;280,888 ms;1,00%;0;0,946332;0,973223;-2,842%;75824,000 ms (75,824 s);76120,000 ms (76,120 s);37477,944 ms (37,478 s);37748,710 ms (37,749 s);75226,654 ms (75,227 s);1,001575;0,956028;-4,764%;4,397%;-0,157%
snapshot;2026-03-22T12:13:47.753Z;0165;loser;0164;B04.S02.S03.S01.S03.S03.S02;3;S02 alternate knob: DEFAULT_MIN_MERGE 40->36 with case4 path;medium;56,589 ms;54,526 ms;55,381 ms;52,278 ms;1,039%;2,135%;0,973222;2,678%;0157;0,925381;-7,109%;quick,medium,balanced;overall_geomean_score_p50;1,024058;0,979093;-4,593%;0,973222;0,848274;-14,730%;0,977016;0,954117;-2,400%;7/7;0;283,795 ms;1,00%;0;0,848274;0,973222;-14,730%;75951,000 ms (75,951 s);76250,000 ms (76,250 s);37608,766 ms (37,609 s);37753,342 ms (37,753 s);75362,108 ms (75,362 s);0,991165;0,925381;-7,109%;7,462%;0,883%
snapshot;2026-03-22T12:15:18.390Z;0166;loser;0165;B04.S02.S03.S01.S03.S03.S02;4;S02 cleanup: revert DEFAULT_MIN_MERGE 36->40;medium;56,181 ms;53,856 ms;54,542 ms;49,669 ms;-0,044%;2,918%;0,972574;2,743%;0157;0,977743;-1,417%;quick,medium,balanced;overall_geomean_score_p50;1,021460;0,979011;-4,336%;0,972574;0,969069;-0,362%;0,981445;0,985217;0,383%;7/7;0;274,797 ms;1,00%;0;0,969069;0,972574;-0,362%;75259,000 ms (75,259 s);75547,000 ms (75,547 s);37449,982 ms (37,450 s);37205,508 ms (37,206 s);74655,489 ms (74,655 s);0,991601;0,977743;-1,417%;2,226%;0,840%
snapshot;2026-03-22T12:16:49.399Z;0167;winner;0166;B04.S02.S03.S01.S03.S03.S02;5;S02 final attempt: DEFAULT_MIN_GALLOPING 7->6 with case4 path;medium;58,069 ms;59,468 ms;55,707 ms;53,842 ms;1,427%;4,069%;0,988583;1,142%;0157;0,995843;1,847%;quick,medium,balanced;overall_geomean_score_p50;0,963596;1,002491;3,880%;0,988583;0,984434;-0,421%;0,980329;1,000703;2,036%;7/7;0;278,331 ms;1,00%;0;0,984434;0,988583;-0,421%;76765,000 ms (76,765 s);77062,000 ms (77,062 s);38389,660 ms (38,390 s);37735,807 ms (37,736 s);76125,467 ms (76,125 s);0,977447;0,995843;1,847%;0,416%;2,255%
snapshot;2026-03-22T12:18:23.722Z;0168;loser;0167;B04.S02.S03.S01.S03.S03.S02.S01;1;anchor 0167 S01: BULK_COPY_THRESHOLD 512->576 (MIN_GALLOPING=6, case4);medium;57,448 ms;54,096 ms;55,428 ms;53,859 ms;-0,690%;3,516%;0,931472;6,853%;0167;0,959611;-2,562%;quick,medium,balanced;overall_geomean_score_p50;1,072311;0,947637;-13,156%;0,931472;0,949473;1,896%;0,954442;0,982112;2,817%;7/7;0;292,621 ms;1,00%;0;0,949473;0,931472;1,896%;76598,000 ms (76,598 s);76906,000 ms (76,906 s);38026,521 ms (38,027 s);37953,051 ms (37,953 s);75979,573 ms (75,980 s);0,984192;0,959611;-2,562%;4,039%;1,581%
snapshot;2026-03-22T12:19:55.619Z;0169;loser;0168;B04.S02.S03.S01.S03.S03.S02.S01;2;S01 correction: BULK_COPY_THRESHOLD 576->544;medium;56,493 ms;52,290 ms;54,097 ms;49,824 ms;-1,104%;4,241%;0,948278;5,172%;0167;0,985257;-0,995%;quick,medium,balanced;overall_geomean_score_p50;1,072750;1,010414;-6,169%;0,948278;0,986504;3,875%;0,968537;0,959513;-0,941%;7/7;0;266,458 ms;1,00%;0;0,986504;0,948278;3,875%;75467,000 ms (75,467 s);75747,000 ms (75,747 s);37531,186 ms (37,531 s);37321,059 ms (37,321 s);74852,245 ms (74,852 s);0,995062;0,985257;-0,995%;1,474%;0,494%
snapshot;2026-03-22T12:21:26.071Z;0170;loser;0169;B04.S02.S03.S01.S03.S03.S02.S01;3;S01 stability try: DEFAULT_MIN_GALLOPING 6->7 with threshold544+case4;medium;57,488 ms;56,434 ms;55,867 ms;51,703 ms;2,302%;2,820%;0,963844;3,616%;0167;0,981155;0,917%;quick,medium,balanced;overall_geomean_score_p50;0,977298;1,008031;3,049%;0,963844;0,985721;2,219%;0,975387;0,950571;-2,611%;7/7;0;274,847 ms;1,00%;0;0,985721;0,963844;2,219%;77313,000 ms (77,313 s);77602,000 ms (77,602 s);38374,556 ms (38,375 s);38322,443 ms (38,322 s);76696,999 ms (76,697 s);0,972158;0,981155;0,917%;1,884%;2,784%
snapshot;2026-03-22T12:22:50.582Z;0171;loser;0170;B04.S02.S03.S01.S03.S03.S02.S01;4;S01 balanced recovery: BULK_COPY_THRESHOLD 544->512 with MIN_GALLOPING=7+case4;medium;57,075 ms;57,406 ms;53,731 ms;50,199 ms;-2,650%;5,859%;0,960099;3,990%;0167;0,935168;-6,711%;quick,medium,balanced;overall_geomean_score_p50;1,076917;0,946342;-13,798%;0,960099;0,900101;-6,666%;0,961157;0,960128;-0,107%;7/7;0;276,363 ms;1,00%;0;0,900101;0,960099;-6,666%;75065,000 ms (75,065 s);75356,000 ms (75,356 s);37167,511 ms (37,168 s);37332,164 ms (37,332 s);74499,675 ms (74,500 s);0,997924;0,935168;-6,711%;6,483%;0,208%
snapshot;2026-03-22T12:24:25.423Z;0172;loser;0171;B04.S02.S03.S01.S03.S03.S02.S01;5;S01 final attempt: DEFAULT_MIN_GALLOPING 7->6 (threshold512+case4);medium;56,922 ms;56,380 ms;55,112 ms;50,118 ms;0,140%;3,179%;0,969869;3,013%;0167;0,977378;-1,959%;quick,medium,balanced;overall_geomean_score_p50;1,030390;0,968881;-6,348%;0,969869;0,983908;1,427%;0,990268;0,979407;-1,109%;7/7;0;285,132 ms;1,00%;0;0,983908;0,969869;1,427%;76500,000 ms (76,500 s);76799,000 ms (76,799 s);37796,714 ms (37,797 s);38082,843 ms (38,083 s);75879,556 ms (75,880 s);0,996527;0,977378;-1,959%;2,262%;0,347%
snapshot;2026-03-22T12:26:03.312Z;0173;loser;0167;B04.S02.S03.S01.S03.S03.S02.S02;1;anchor 0167 S02: MAX_POOLED_TMP_LENGTH multiplier 128->96;medium;56,417 ms;57,105 ms;55,049 ms;56,352 ms;-0,715%;2,426%;0,974715;2,528%;0167;0,987300;0,290%;quick,medium,balanced;overall_geomean_score_p50;1,018456;1,006838;-1,154%;0,974715;0,987638;1,308%;0,961035;0,967809;0,700%;7/7;0;273,000 ms;1,00%;0;0,987638;0,974715;1,308%;76360,000 ms (76,360 s);76648,000 ms (76,648 s);38081,452 ms (38,081 s);37675,319 ms (37,675 s);75756,771 ms (75,757 s);0,984434;0,987300;0,290%;1,270%;1,557%
snapshot;2026-03-22T12:27:30.724Z;0174;loser;0173;B04.S02.S03.S01.S03.S03.S02.S02;2;S02 guardrail tune: MAX_POOLED_TMP_LENGTH multiplier 96->112;medium;56,887 ms;60,894 ms;57,100 ms;55,697 ms;-2,837%;-0,374%;0,989623;1,038%;0167;0,971683;-4,186%;quick,medium,balanced;overall_geomean_score_p50;1,072398;0,952877;-12,543%;0,989623;0,979659;-1,017%;0,977645;0,982795;0,524%;7/7;0;266,377 ms;1,00%;0;0,979659;0,989623;-1,017%;76798,000 ms (76,798 s);77080,000 ms (77,080 s);38095,275 ms (38,095 s);38070,514 ms (38,071 s);76165,789 ms (76,166 s);1,012361;0,971683;-4,186%;2,832%;-1,236%
snapshot;2026-03-22T12:28:58.996Z;0175;loser;0174;B04.S02.S03.S01.S03.S03.S02.S02;3;S02 cleanup: MAX_POOLED_TMP_LENGTH multiplier 112->128 (anchor value);medium;59,153 ms;61,518 ms;56,019 ms;50,085 ms;3,068%;5,298%;0,935307;6,469%;0167;0,977399;-0,399%;quick,medium,balanced;overall_geomean_score_p50;1,025571;0,979446;-4,709%;0,935307;0,960976;2,671%;0,985107;0,992024;0,697%;7/7;0;267,836 ms;1,00%;0;0,960976;0,935307;2,671%;77495,000 ms (77,495 s);77776,000 ms (77,776 s);38639,981 ms (38,640 s);38238,350 ms (38,238 s);76878,332 ms (76,878 s);0,981299;0,977399;-0,399%;2,260%;1,870%
snapshot;2026-03-22T12:30:27.085Z;0176;loser;0175;B04.S02.S03.S01.S03.S03.S02.S02;4;S02 stability attempt: DEFAULT_MIN_GALLOPING 6->7 (threshold512, pool128, case4);medium;56,884 ms;53,473 ms;54,074 ms;50,849 ms;-2,697%;4,940%;0,958147;4,185%;0167;0,953299;-5,714%;quick,medium,balanced;overall_geomean_score_p50;1,103651;0,932930;-18,299%;0,958147;0,977567;1,987%;0,967869;0,949930;-1,888%;7/7;0;279,897 ms;1,00%;0;0,977567;0,958147;1,987%;76143,000 ms (76,143 s);76437,000 ms (76,437 s);37480,129 ms (37,480 s);38032,591 ms (38,033 s);75512,720 ms (75,513 s);1,007767;0,953299;-5,714%;4,670%;-0,777%
snapshot;2026-03-22T12:31:53.466Z;0177;loser;0176;B04.S02.S03.S01.S03.S03.S02.S02;5;S02 final attempt: revert DEFAULT_MIN_GALLOPING 7->6;medium;57,039 ms;56,303 ms;54,359 ms;50,789 ms;1,829%;4,700%;0,959317;4,068%;0167;0,966482;-2,365%;quick,medium,balanced;overall_geomean_score_p50;1,015143;0,977351;-3,867%;0,959317;0,965377;0,628%;0,994356;0,956829;-3,922%;7/7;0;275,014 ms;1,00%;0;0,965377;0,959317;0,628%;76514,000 ms (76,514 s);76805,000 ms (76,805 s);37897,688 ms (37,898 s);37963,799 ms (37,964 s);75861,487 ms (75,861 s);0,989336;0,966482;-2,365%;3,352%;1,066%
snapshot;2026-03-22T12:33:33.615Z;0178;loser;0167;B04.S02.S03.S01.S03.S03.S02.S03;1;anchor 0167 S03: DEFAULT_TMP_STORAGE_LENGTH 288->256;medium;56,475 ms;55,148 ms;55,901 ms;56,668 ms;-2,556%;1,015%;0,981856;1,814%;0167;0,968509;-3,503%;quick,medium,balanced;overall_geomean_score_p50;1,039280;1,006966;-3,209%;0,981856;0,950921;-3,253%;0,987164;0,948749;-4,049%;7/7;0;285,645 ms;1,00%;0;0,950921;0,981856;-3,253%;75589,000 ms (75,589 s);75892,000 ms (75,892 s);37351,389 ms (37,351 s);37620,071 ms (37,620 s);74971,460 ms (74,971 s);1,002436;0,968509;-3,503%;3,149%;-0,244%
snapshot;2026-03-22T12:35:00.653Z;0179;loser;0178;B04.S02.S03.S01.S03.S03.S02.S03;2;S03 midpoint sizing: DEFAULT_TMP_STORAGE_LENGTH 256->272;medium;56,558 ms;58,854 ms;54,823 ms;51,113 ms;0,755%;3,069%;0,953153;4,685%;0167;0,983024;-1,205%;quick,medium,balanced;overall_geomean_score_p50;1,051871;1,005248;-4,638%;0,953153;0,967725;1,506%;0,982129;0,976488;-0,578%;7/7;0;284,841 ms;1,00%;0;0,967725;0,953153;1,506%;75676,000 ms (75,676 s);75980,000 ms (75,980 s);37542,183 ms (37,542 s);37498,308 ms (37,498 s);75040,491 ms (75,040 s);0,994866;0,983024;-1,205%;1,698%;0,513%
snapshot;2026-03-22T12:36:30.425Z;0180;loser;0179;B04.S02.S03.S01.S03.S03.S02.S03;3;S03 stability try: DEFAULT_MIN_GALLOPING 6->7 with TMP=272;medium;58,465 ms;55,130 ms;54,655 ms;55,185 ms;5,603%;6,518%;0,908928;9,107%;0167;0,928478;-1,146%;quick,medium,balanced;overall_geomean_score_p50;0,955120;0,987562;3,285%;0,908928;0,868815;-4,617%;0,954061;0,932874;-2,271%;7/7;0;297,616 ms;1,00%;0;0,868815;0,908928;-4,617%;77832,000 ms (77,832 s);78145,000 ms (78,145 s);38079,261 ms (38,079 s);39093,278 ms (39,093 s);77172,539 ms (77,173 s);0,939120;0,928478;-1,146%;7,152%;6,088%
snapshot;2026-03-22T12:37:57.242Z;0181;loser;0180;B04.S02.S03.S01.S03.S03.S02.S03;4;S03 medium recovery: BULK_COPY_THRESHOLD 512->576 with TMP=272 MIN_GALLOPING=7;medium;57,092 ms;60,677 ms;53,867 ms;51,217 ms;-5,109%;5,649%;0,935397;6,460%;0167;0,927103;-6,472%;quick,medium,balanced;overall_geomean_score_p50;1,048399;0,880010;-19,135%;0,935397;0,938142;0,293%;0,980758;0,965222;-1,610%;7/7;0;301,945 ms;1,00%;0;0,938142;0,935397;0,293%;76273,000 ms (76,273 s);76593,000 ms (76,593 s);37896,175 ms (37,896 s);37773,924 ms (37,774 s);75670,098 ms (75,670 s);0,987101;0,927103;-6,472%;7,290%;1,290%
snapshot;2026-03-22T12:39:26.194Z;0182;loser;0181;B04.S02.S03.S01.S03.S03.S02.S03;5;S03 final attempt: BULK_COPY_THRESHOLD 576->544 with TMP=272 MIN_GALLOPING=7;medium;56,830 ms;52,582 ms;55,081 ms;55,070 ms;-1,326%;3,077%;0,968189;3,181%;0167;0,932385;-7,272%;quick,medium,balanced;overall_geomean_score_p50;1,066317;0,941238;-13,289%;0,968189;0,905463;-6,927%;0,969180;0,951077;-1,903%;7/7;0;299,871 ms;1,00%;0;0,905463;0,968189;-6,927%;76572,000 ms (76,572 s);76885,000 ms (76,885 s);37767,658 ms (37,768 s);38205,613 ms (38,206 s);75973,271 ms (75,973 s);1,000193;0,932385;-7,272%;6,761%;-0,019%
snapshot;2026-03-22T12:40:59.198Z;0183;loser;0157;B04.S02.S03.S01.S03.S03.S03;1;anchor 0157 final child: DEFAULT_MIN_MERGE 40->48;medium;56,315 ms;54,272 ms;54,394 ms;48,725 ms;-3,887%;3,412%;0,945738;5,426%;0157;0,948702;-5,909%;quick,medium,balanced;overall_geomean_score_p50;1,073048;0,978135;-9,704%;0,945738;0,892286;-5,990%;0,999544;0,978333;-2,168%;7/7;0;271,603 ms;1,00%;0;0,892286;0,945738;-5,990%;77167,000 ms (77,167 s);77454,000 ms (77,454 s);37683,076 ms (37,683 s);38896,432 ms (38,896 s);76579,508 ms (76,580 s);1,004764;0,948702;-5,909%;5,130%;-0,476%
snapshot;2026-03-22T12:42:36.295Z;0184;loser;0183;B04.S02.S03.S01.S03.S03.S03;2;S03 soften min-merge step: DEFAULT_MIN_MERGE 48->44;medium;56,363 ms;53,088 ms;55,024 ms;58,075 ms;1,174%;2,376%;0,977526;2,247%;0157;0,960031;-3,431%;quick,medium,balanced;overall_geomean_score_p50;1,046579;0,930766;-12,443%;0,977526;0,977834;0,031%;0,956978;0,972190;1,565%;7/7;0;287,088 ms;1,00%;0;0,977834;0,977526;0,031%;76737,000 ms (76,737 s);77039,000 ms (77,039 s);37867,749 ms (37,868 s);38233,412 ms (38,233 s);76101,161 ms (76,101 s);0,992965;0,960031;-3,431%;3,997%;0,703%
snapshot;2026-03-22T12:44:10.221Z;0185;loser;0184;B04.S02.S03.S01.S03.S03.S03;3;S03 cleanup: revert DEFAULT_MIN_MERGE 44->40;medium;58,186 ms;55,136 ms;56,323 ms;49,661 ms;2,538%;3,203%;0,927079;7,292%;0157;0,970864;0,320%;quick,medium,balanced;overall_geomean_score_p50;1,024904;0,978218;-4,773%;0,927079;0,950429;2,457%;0,953905;0,984281;3,086%;7/7;0;286,119 ms;1,00%;0;0,950429;0,927079;2,457%;76422,000 ms (76,422 s);76722,000 ms (76,722 s);38067,143 ms (38,067 s);37745,292 ms (37,745 s);75812,435 ms (75,812 s);0,967762;0,970864;0,320%;2,914%;3,224%
snapshot;2026-03-22T12:45:38.083Z;0186;loser;0185;B04.S02.S03.S01.S03.S03.S03;4;S03 quick tune: BULK_COPY_THRESHOLD 512->480;medium;56,530 ms;52,009 ms;54,954 ms;49,902 ms;-0,936%;2,788%;0,966264;3,374%;0157;0,974673;-0,221%;quick,medium,balanced;overall_geomean_score_p50;1,025179;0,982998;-4,291%;0,966264;0,974129;0,807%;0,940915;0,966957;2,693%;7/7;0;271,197 ms;1,00%;0;0,974129;0,966264;0,807%;75974,000 ms (75,974 s);76262,000 ms (76,262 s);37782,259 ms (37,782 s);37552,375 ms (37,552 s);75334,634 ms (75,335 s);0,976822;0,974673;-0,221%;2,533%;2,318%
snapshot;2026-03-22T12:47:16.694Z;0187;loser;0186;B04.S02.S03.S01.S03.S03.S03;5;S03 final attempt: DEFAULT_MIN_GALLOPING 7->5 with threshold480;medium;57,462 ms;55,144 ms;55,059 ms;56,320 ms;1,799%;4,182%;0,947885;5,212%;0157;0,976818;1,799%;quick,medium,balanced;overall_geomean_score_p50;0,949258;0,988020;3,923%;0,947885;0,979673;3,245%;0,980955;0,962930;-1,872%;7/7;0;290,289 ms;1,00%;0;0,979673;0,947885;3,245%;76064,000 ms (76,064 s);76370,000 ms (76,370 s);38110,228 ms (38,110 s);37354,366 ms (37,354 s);75464,595 ms (75,465 s);0,959245;0,976818;1,799%;2,318%;4,076%
snapshot;2026-03-22T12:49:03.504Z;0188;loser;0126;B04.S02.S03.S02;1;anchor 0126 S02: MAX_POOLED_TMP_LENGTH multiplier 64->128;medium;58,483 ms;57,374 ms;55,555 ms;50,379 ms;-1,626%;5,007%;0,936078;6,392%;0126;0,949184;-4,936%;quick,medium,balanced;overall_geomean_score_p50;1,105673;0,973661;-13,558%;0,936078;0,912914;-2,537%;0,954750;0,962086;0,763%;7/7;0;305,900 ms;1,00%;0;0,912914;0,936078;-2,537%;77308,000 ms (77,308 s);77629,000 ms (77,629 s);38457,249 ms (38,457 s);38233,090 ms (38,233 s);76690,338 ms (76,690 s);0,996038;0,949184;-4,936%;5,082%;0,396%
snapshot;2026-03-22T12:50:37.193Z;0189;loser;0188;B04.S02.S03.S02;2;S02 continuation: DEFAULT_MIN_MERGE 32->40 with pool128;medium;57,362 ms;56,151 ms;56,362 ms;56,440 ms;1,622%;1,742%;0,971050;2,895%;0126;0,931069;-5,242%;quick,medium,balanced;overall_geomean_score_p50;1,001596;0,873109;-14,716%;0,971050;0,967336;-0,384%;0,967349;0,955653;-1,224%;7/7;0;260,113 ms;1,00%;0;0,967336;0,971050;-0,384%;77468,000 ms (77,468 s);77742,000 ms (77,742 s);38269,033 ms (38,269 s);38560,607 ms (38,561 s);76829,641 ms (76,830 s);0,979879;0,931069;-5,242%;6,893%;2,012%
snapshot;2026-03-22T12:52:06.851Z;0190;loser;0189;B04.S02.S03.S02;3;S02 historical signal: DEFAULT_MIN_GALLOPING 9->8 with MIN_MERGE40 pool128;medium;58,282 ms;54,473 ms;54,761 ms;50,538 ms;-3,580%;6,040%;0,947811;5,219%;0126;0,984526;-3,091%;quick,medium,balanced;overall_geomean_score_p50;1,129971;0,989861;-14,155%;0,947811;0,972358;2,524%;0,976245;0,991475;1,536%;7/7;0;273,800 ms;1,00%;0;0,972358;0,947811;2,524%;76629,000 ms (76,629 s);76918,000 ms (76,918 s);37813,191 ms (37,813 s);38194,790 ms (38,195 s);76007,981 ms (76,008 s);1,014961;0,984526;-3,091%;1,547%;-1,496%
