type;created_at;snapshot_id;status;parent;branch;depth;idea;benchmark_preset;native_avg;native_p50;timsort_avg;timsort_p50;delta_vs_immediate_parent_overall_score_p50;display_preset_improvement_vs_native_avg;preset_score_p50;display_preset_improvement_vs_native_p50;anchor_id;anchor_score_p50;delta_vs_anchor_score_p50;suite_presets;primary_metric;benchmark_flow;order_mode;ab_testing;warmup_enabled;warmup_runs_per_combination;preset_quick_score_p50;anchor_preset_quick_score_p50;delta_vs_anchor_preset_quick_score_p50;preset_medium_score_p50;anchor_preset_medium_score_p50;delta_vs_anchor_preset_medium_score_p50;preset_balanced_score_p50;anchor_preset_balanced_score_p50;delta_vs_anchor_preset_balanced_score_p50;passed;failed;total_ms;threshold;tests_failed;anchor_preset_score_p50;current_preset_score_p50;delta_vs_anchor_preset_score_p50;benchmark_step_total;iteration_total;suite_benchmark_current_total;suite_benchmark_parent_total;suite_benchmark_combined_total;overall_score_p50;anchor_overall_score_p50;delta_vs_anchor_overall_score_p50;anchor_improvement_vs_native_overall_p50;improvement_vs_native_overall_p50;reason;anchor;syntax_message
snapshot;2026-03-23T22:20:08.114Z;0134;loser;0133;B03.S01.S01.S03.S02.S01.S01.S02.S01.S02.S02;5;implementation: final S02 push with tiny path+tmp384 tune BULK_COPY_THRESHOLD 832->800;medium;58,243 ms;57,180 ms;56,492 ms;55,249 ms;-2,088%;3,007%;0,954016;4,598%;0113;0,963856;0,845%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,947981;0,944788;-0,338%;0,954016;0,951909;-0,221%;0,965213;0,995650;3,057%;7/7;0;373,585 ms;1,00%;0;0,951909;0,954016;-0,221%;77443,000 ms (77,443 s);77831,000 ms (77,831 s);17526,500 ms (17,526 s);17645,521 ms (17,646 s);53336,229 ms (53,336 s);0,955710;0,963856;0,845%;3,614%;4,429%;;;
snapshot;2026-03-23T22:21:51.283Z;0135;loser;0113;B03.S01.S01.S03.S02.S01.S01.S02.S01.S02.S03;1;implementation: binaryInsertionSort add case-4 direct shift fast path;medium;58,790 ms;58,746 ms;57,106 ms;54,962 ms;-3,921%;2,865%;0,953849;4,615%;0113;0,972809;1,392%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,972006;0,966657;-0,553%;0,953849;0,965602;1,217%;0,952065;0,986306;3,472%;7/7;0;384,350 ms;1,00%;0;0,965602;0,953849;1,217%;77472,000 ms (77,472 s);77869,000 ms (77,869 s);17456,568 ms (17,457 s);17562,608 ms (17,563 s);53360,328 ms (53,360 s);0,959264;0,972809;1,392%;2,719%;4,074%;;;
snapshot;2026-03-23T22:23:22.765Z;0136;loser;0135;B03.S01.S01.S03.S02.S01.S01.S02.S01.S02.S03;2;implementation: with case4 shift tune BULK_COPY_THRESHOLD 832->800 to recover quick guardrail;medium;60,408 ms;62,365 ms;57,040 ms;57,615 ms;-0,537%;5,576%;0,961465;3,854%;0113;0,970382;0,615%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,972449;0,975769;0,340%;0,961465;0,979049;1,796%;0,959386;0,956482;-0,304%;7/7;0;374,728 ms;1,00%;0;0,979049;0,961465;1,796%;77036,000 ms (77,036 s);77423,000 ms (77,423 s);17528,419 ms (17,528 s);17378,221 ms (17,378 s);53189,034 ms (53,189 s);0,964416;0,970382;0,615%;2,962%;3,558%;;;
snapshot;2026-03-23T22:24:52.367Z;0137;winner;0136;B03.S01.S01.S03.S02.S01.S01.S02.S01.S02.S03;3;implementation: with case4+threshold800 tune DEFAULT_MIN_GALLOPING 8->9;medium;60,832 ms;60,835 ms;56,569 ms;52,155 ms;3,833%;7,007%;0,935908;6,409%;0113;0,951175;2,494%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,901048;0,946034;4,755%;0,935908;0,945596;1,025%;0,946003;0,961986;1,661%;7/7;0;406,646 ms;1,00%;0;0,945596;0,935908;1,025%;78205,000 ms (78,205 s);78627,000 ms (78,627 s);17536,484 ms (17,536 s);17576,955 ms (17,577 s);53721,536 ms (53,722 s);0,927451;0,951175;2,494%;4,883%;7,255%;;;
snapshot;2026-03-23T22:26:37.373Z;0138;winner;0137;B03.S01.S01.S03.S02.S01.S01.S02.S01.S02.S03.S01;1;implementation: child from 0137 add tiny copyFromBuffer fast path count<=4;medium;60,828 ms;61,499 ms;58,374 ms;53,967 ms;-3,281%;4,035%;0,974009;2,599%;0137;0,969414;1,190%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,930315;0,951684;2,245%;0,974009;0,973595;-0,043%;0,969918;0,983233;1,354%;7/7;0;387,447 ms;1,00%;0;0,973595;0,974009;-0,043%;78288,000 ms (78,288 s);78690,000 ms (78,690 s);17695,511 ms (17,696 s);17861,791 ms (17,862 s);53975,210 ms (53,975 s);0,957876;0,969414;1,190%;3,059%;4,212%;;;
snapshot;2026-03-23T22:28:18.728Z;0139;loser;0138;B03.S01.S01.S03.S02.S01.S01.S02.S01.S02.S03.S01.S01;1;implementation: with 0138 winner restrict copyWithin to backward large copies;medium;59,067 ms;58,915 ms;57,125 ms;58,853 ms;-2,689%;3,289%;0,969381;3,062%;0138;0,959349;-2,532%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,934778;0,927567;-0,777%;0,969381;0,979248;1,008%;1,050266;0,972056;-8,046%;7/7;0;390,406 ms;1,00%;0;0,979248;0,969381;1,008%;78113,000 ms (78,113 s);78519,000 ms (78,519 s);18358,137 ms (18,358 s);17412,128 ms (17,412 s);53865,881 ms (53,866 s);0,983635;0,959349;-2,532%;4,065%;1,636%;;;
snapshot;2026-03-23T22:29:52.733Z;0140;loser;0139;B03.S01.S01.S03.S02.S01.S01.S02.S01.S02.S03.S01.S01;2;implementation: with backward-copyWithin restriction tune BULK_COPY_THRESHOLD 800->768;medium;60,636 ms;65,783 ms;59,304 ms;62,402 ms;0,238%;2,196%;0,980254;1,975%;0138;0,980218;-0,110%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;1,004352;1,014372;0,988%;0,980254;0,977415;-0,291%;0,959780;0,949929;-1,037%;7/7;0;374,406 ms;1,00%;0;0,977415;0,980254;-0,291%;78214,000 ms (78,214 s);78603,000 ms (78,603 s);17831,156 ms (17,831 s);17687,428 ms (17,687 s);53945,487 ms (53,945 s);0,981293;0,980218;-0,110%;1,978%;1,871%;;;
snapshot;2026-03-23T22:31:19.856Z;0141;loser;0140;B03.S01.S01.S03.S02.S01.S01.S02.S01.S02.S03.S01.S01;3;implementation: with backward-copyWithin+threshold768 tune DEFAULT_MIN_GALLOPING 9->10;medium;60,871 ms;61,893 ms;57,236 ms;57,791 ms;2,627%;5,972%;0,955872;4,413%;0138;0,956913;0,146%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,958498;0,955271;-0,338%;0,955872;0,950910;-0,522%;0,952187;0,964608;1,288%;7/7;0;376,582 ms;1,00%;0;0,950910;0,955872;-0,522%;78367,000 ms (78,367 s);78759,000 ms (78,759 s);17595,229 ms (17,595 s);17730,091 ms (17,730 s);53973,609 ms (53,974 s);0,955515;0,956913;0,146%;4,309%;4,448%;;;
snapshot;2026-03-23T22:32:49.222Z;0142;loser;0141;B03.S01.S01.S03.S02.S01.S01.S02.S01.S02.S03.S01.S01;4;implementation: with backward-copyWithin+threshold768+gallop10 tune DEFAULT_MIN_MERGE 72->76;medium;59,805 ms;58,092 ms;57,431 ms;58,068 ms;0,949%;3,969%;0,956182;4,382%;0138;0,957472;1,152%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,931870;0,955972;2,521%;0,956182;0,938767;-1,855%;0,951458;0,978082;2,722%;7/7;0;382,835 ms;1,00%;0;0,938767;0,956182;-1,855%;78322,000 ms (78,322 s);78719,000 ms (78,719 s);17577,838 ms (17,578 s);17628,846 ms (17,629 s);53691,073 ms (53,691 s);0,946445;0,957472;1,152%;4,253%;5,356%;;;
snapshot;2026-03-23T22:34:17.277Z;0143;loser;0142;B03.S01.S01.S03.S02.S01.S01.S02.S01.S02.S03.S01.S01;5;implementation: final S01 step lower BULK_COPY_THRESHOLD 768->736 on non-ping-pong chain;medium;60,345 ms;61,506 ms;58,056 ms;57,884 ms;-3,184%;3,794%;0,972144;2,786%;0138;0,967603;-0,928%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;1,004671;0,958473;-4,820%;0,972144;0,964173;-0,827%;0,953603;0,980296;2,723%;7/7;0;393,923 ms;1,00%;0;0,964173;0,972144;-0,827%;77496,000 ms (77,496 s);77903,000 ms (77,903 s);17358,020 ms (17,358 s);17474,694 ms (17,475 s);53022,028 ms (53,022 s);0,976579;0,967603;-0,928%;3,240%;2,342%;;;
snapshot;2026-03-23T22:35:53.369Z;0144;loser;0138;B03.S01.S01.S03.S02.S01.S01.S02.S01.S02.S03.S01.S02;1;implementation: sibling from 0138 increase DEFAULT_TMP_STORAGE_LENGTH 256->320;medium;59,968 ms;58,515 ms;58,195 ms;56,640 ms;-1,713%;2,958%;0,961012;3,899%;0138;0,956820;-1,825%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,949917;0,935898;-1,498%;0,961012;0,952263;-0,919%;1,013085;0,982892;-3,072%;7/7;0;406,762 ms;1,00%;0;0,952263;0,961012;-0,919%;77977,000 ms (77,977 s);78401,000 ms (78,401 s);17862,281 ms (17,862 s);17604,016 ms (17,604 s);53712,217 ms (53,712 s);0,974287;0,956820;-1,825%;4,318%;2,571%;;;
snapshot;2026-03-24T01:11:27.063Z;0145;loser;0144;B03.S01.S01.S03.S02.S01.S01.S02.S01.S02.S03.S01.S02;2;implementation: with tmp320 increase MAX_TIMSORT_STATE_POOL_SIZE 1->2 (no ping-pong);medium;60,600 ms;59,768 ms;57,149 ms;53,455 ms;1,810%;5,694%;0,960012;3,999%;0138;0,952898;-0,394%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,919174;0,921228;0,223%;0,960012;0,952903;-0,746%;0,992186;0,985652;-0,663%;7/7;0;385,405 ms;1,00%;0;0,952903;0,960012;-0,746%;77852,000 ms (77,852 s);78252,000 ms (78,252 s);17624,710 ms (17,625 s);17503,922 ms (17,504 s);53434,099 ms (53,434 s);0,956656;0,952898;-0,394%;4,710%;4,334%;;;
snapshot;2026-03-24T01:12:57.832Z;0146;loser;0145;B03.S01.S01.S03.S02.S01.S01.S02.S01.S02.S03.S01.S02;3;implementation: with tmp320+pool2 raise MAX_POOLED_TMP_LENGTH factor 64->96;medium;60,871 ms;60,224 ms;58,913 ms;58,694 ms;-4,536%;3,217%;0,980567;1,943%;0138;0,990958;-0,918%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;1,048468;1,036219;-1,182%;0,980567;0,972323;-0,848%;0,972830;0,965838;-0,724%;7/7;0;385,154 ms;1,00%;0;0,972323;0,980567;-0,848%;79039,000 ms (79,039 s);79445,000 ms (79,445 s);17953,326 ms (17,953 s);17819,762 ms (17,820 s);54308,208 ms (54,308 s);1,000053;0,990958;-0,918%;0,904%;-0,005%;;;
snapshot;2026-03-24T01:14:25.673Z;0147;loser;0146;B03.S01.S01.S03.S02.S01.S01.S02.S01.S02.S03.S01.S02;4;implementation: with tmp320+pool2+poolcap96 tune DEFAULT_MIN_GALLOPING 9->10;medium;60,678 ms;59,592 ms;56,482 ms;52,647 ms;4,091%;6,914%;0,946929;5,307%;0138;0,966744;0,786%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,972242;0,977268;0,514%;0,946929;0,962984;1,667%;0,958431;0,960068;0,171%;7/7;0;416,350 ms;1,00%;0;0,962984;0,946929;1,667%;78844,000 ms (78,844 s);79279,000 ms (79,279 s);17596,434 ms (17,596 s);17703,162 ms (17,703 s);53929,199 ms (53,929 s);0,959145;0,966744;0,786%;3,326%;4,086%;;;
snapshot;2026-03-24T01:15:58.444Z;0148;loser;0147;B03.S01.S01.S03.S02.S01.S01.S02.S01.S02.S03.S01.S02;5;implementation: final S02 step tune DEFAULT_MIN_MERGE 72->76 on no-ping-pong chain;medium;59,769 ms;63,485 ms;56,890 ms;54,261 ms;0,001%;4,818%;0,968340;3,166%;0138;0,959853;0,074%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,959538;0,953665;-0,616%;0,968340;0,975675;0,752%;0,949631;0,950414;0,082%;7/7;0;381,081 ms;1,00%;0;0,975675;0,968340;0,752%;78652,000 ms (78,652 s);79048,000 ms (79,048 s);17742,830 ms (17,743 s);17722,122 ms (17,722 s);54043,119 ms (54,043 s);0,959139;0,959853;0,074%;4,015%;4,086%;;;
snapshot;2026-03-24T01:17:39.048Z;0149;loser;0138;B03.S01.S01.S03.S02.S01.S01.S02.S01.S02.S03.S01.S03;1;implementation: sibling from 0138 increase DEFAULT_TMP_STORAGE_LENGTH 256->288;medium;60,170 ms;63,081 ms;56,130 ms;54,464 ms;-0,360%;6,715%;0,948816;5,118%;0138;0,969642;0,858%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,979497;0,974119;-0,552%;0,948816;0,962832;1,456%;0,955927;0,972013;1,655%;7/7;0;392,482 ms;1,00%;0;0,962832;0,948816;1,456%;78042,000 ms (78,042 s);78453,000 ms (78,453 s);17533,837 ms (17,534 s);17786,517 ms (17,787 s);53716,154 ms (53,716 s);0,961324;0,969642;0,858%;3,036%;3,868%;;;
snapshot;2026-03-24T01:19:16.362Z;0150;loser;0149;B03.S01.S01.S03.S02.S01.S01.S02.S01.S02.S03.S01.S03;2;implementation: with tmp288 increase MAX_TIMSORT_STATE_POOL_SIZE 1->2;medium;60,040 ms;61,395 ms;57,203 ms;55,547 ms;-0,191%;4,724%;0,945167;5,483%;0138;0,966453;0,341%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;1,014066;0,991540;-2,272%;0,945167;0,946425;0,133%;0,932227;0,961934;3,088%;7/7;0;386,357 ms;1,00%;0;0,946425;0,945167;0,133%;82460,000 ms (82,460 s);82861,000 ms (82,861 s);18640,431 ms (18,640 s);18936,531 ms (18,937 s);57136,922 ms (57,137 s);0,963161;0,966453;0,341%;3,355%;3,684%;;;
snapshot;2026-03-24T15:26:18.461Z;0151;loser;0150;B03.S01.S01.S03.S02.S01.S01.S02.S01.S02.S03.S01.S03;3;implementation: forward-only tune MAX_POOLED_TMP_LENGTH factor 64->96 on tmp288/pool2 chain;medium;59,559 ms;63,469 ms;57,836 ms;57,608 ms;0,334%;2,893%;0,965857;3,414%;0138;0,944298;-1,657%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,926381;0,924928;-0,157%;0,965857;0,953893;-1,254%;0,988629;0,954376;-3,589%;7/7;0;368,071 ms;1,00%;0;0,953893;0,965857;-1,254%;78026,000 ms (78,026 s);78413,000 ms (78,413 s);17950,909 ms (17,951 s);17630,269 ms (17,630 s);53864,569 ms (53,865 s);0,959943;0,944298;-1,657%;5,570%;4,006%;;;
snapshot;2026-03-24T15:27:48.029Z;0152;loser;0151;B03.S01.S01.S03.S02.S01.S01.S02.S01.S02.S03.S01.S03;4;implementation: forward-only tune DEFAULT_MIN_GALLOPING 9->10 on tmp288/pool2 chain;medium;58,444 ms;60,461 ms;55,504 ms;57,426 ms;0,286%;5,030%;0,948745;5,125%;0138;0,958987;0,186%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,944559;0,942508;-0,218%;0,948745;0,960769;1,251%;0,978658;0,973945;-0,484%;7/7;0;369,070 ms;1,00%;0;0,960769;0,948745;1,251%;78105,000 ms (78,105 s);78488,000 ms (78,488 s);17602,699 ms (17,603 s);17614,214 ms (17,614 s);53462,403 ms (53,462 s);0,957201;0,958987;0,186%;4,101%;4,280%;;;
snapshot;2026-03-24T15:29:16.367Z;0153;loser;0152;B03.S01.S01.S03.S02.S01.S01.S02.S01.S02.S03.S01.S03;5;implementation: final forward step tune DEFAULT_MIN_MERGE 72->76 on tmp288/pool2 chain;medium;60,471 ms;63,206 ms;56,222 ms;55,825 ms;0,383%;7,025%;0,944365;5,563%;0138;0,956736;0,335%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,940993;0,924260;-1,810%;0,944365;0,961718;1,804%;0,975615;0,985222;0,975%;7/7;0;368,241 ms;1,00%;0;0,961718;0,944365;1,804%;76703,000 ms (76,703 s);77088,000 ms (77,088 s);17222,329 ms (17,222 s);17379,469 ms (17,379 s);52620,138 ms (52,620 s);0,953531;0,956736;0,335%;4,326%;4,647%;;;
snapshot;2026-03-24T15:31:17.297Z;0154;loser;0137;B03.S01.S01.S03.S02.S01.S01.S02.S01.S02.S03.S02;1;implementation: sibling from 0137 forward-only DEFAULT_TMP_STORAGE_LENGTH 256->288;medium;61,340 ms;61,747 ms;57,624 ms;54,209 ms;-1,510%;6,058%;0,957375;4,262%;0137;0,939632;-0,194%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,924789;0,945023;2,141%;0,957375;0,946577;-1,141%;0,942482;0,927417;-1,624%;7/7;0;355,700 ms;1,00%;0;0,946577;0,957375;-1,141%;78583,000 ms (78,583 s);78953,000 ms (78,953 s);17843,567 ms (17,844 s);17713,452 ms (17,713 s);54237,131 ms (54,237 s);0,941454;0,939632;-0,194%;6,037%;5,855%;;;
snapshot;2026-03-24T15:33:01.822Z;0155;loser;0154;B03.S01.S01.S03.S02.S01.S01.S02.S01.S02.S03.S02;2;implementation: with tmp288 tune MAX_TIMSORT_STATE_POOL_SIZE 1->2 (forward-only);medium;60,403 ms;62,757 ms;57,850 ms;56,197 ms;-4,023%;4,226%;0,962622;3,738%;0137;0,976767;-0,262%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;1,003970;0,990256;-1,385%;0,962622;0,949911;-1,338%;0,971878;0,990703;1,900%;7/7;0;385,323 ms;1,00%;0;0,949911;0,962622;-1,338%;78891,000 ms (78,891 s);79290,000 ms (79,290 s);17860,869 ms (17,861 s);17982,329 ms (17,982 s);54559,856 ms (54,560 s);0,979331;0,976767;-0,262%;2,323%;2,067%;;;
snapshot;2026-03-24T15:34:30.994Z;0156;loser;0155;B03.S01.S01.S03.S02.S01.S01.S02.S01.S02.S03.S02;3;implementation: with tmp288+pool2 tune MAX_POOLED_TMP_LENGTH factor 64->96 (forward-only);medium;59,511 ms;63,916 ms;59,132 ms;55,021 ms;1,077%;0,636%;0,993721;0,628%;0137;0,968539;-0,025%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,951434;0,976763;2,593%;0,993721;0,972297;-2,203%;0,961685;0,956672;-0,524%;7/7;0;378,421 ms;1,00%;0;0,972297;0,993721;-2,203%;78484,000 ms (78,484 s);78877,000 ms (78,877 s);17906,711 ms (17,907 s);17650,174 ms (17,650 s);54043,166 ms (54,043 s);0,968780;0,968539;-0,025%;3,146%;3,122%;;;
snapshot;2026-03-24T15:36:07.425Z;0157;loser;0156;B03.S01.S01.S03.S02.S01.S01.S02.S01.S02.S03.S02;4;implementation: with tmp288+pool2+poolcap96 tune DEFAULT_MIN_GALLOPING 9->10;medium;59,814 ms;59,842 ms;57,966 ms;57,259 ms;-0,093%;3,090%;0,958093;4,191%;0137;0,962748;-0,721%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,989198;0,950172;-4,107%;0,958093;0,992722;3,488%;0,962057;0,946036;-1,693%;7/7;0;394,240 ms;1,00%;0;0,992722;0,958093;3,488%;79640,000 ms (79,640 s);80049,000 ms (80,049 s);18023,031 ms (18,023 s);17967,265 ms (17,967 s);54704,900 ms (54,705 s);0,969685;0,962748;-0,721%;3,725%;3,032%;;;
snapshot;2026-03-24T15:37:34.131Z;0158;winner;0157;B03.S01.S01.S03.S02.S01.S01.S02.S01.S02.S03.S02;5;implementation: final forward step tune DEFAULT_MIN_MERGE 72->76 on tmp288 sibling chain;medium;60,075 ms;62,336 ms;57,546 ms;56,153 ms;4,199%;4,208%;0,953658;4,634%;0137;0,947612;1,967%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,870406;0,914621;4,834%;0,953658;0,951813;-0,194%;0,965807;0,977461;1,192%;7/7;0;377,100 ms;1,00%;0;0,951813;0,953658;-0,194%;77786,000 ms (77,786 s);78179,000 ms (78,179 s);17693,778 ms (17,694 s);17510,726 ms (17,511 s);53525,446 ms (53,525 s);0,928970;0,947612;1,967%;5,239%;7,103%;;;
snapshot;2026-03-24T15:39:34.137Z;0159;loser;0158;B03.S01.S01.S03.S02.S01.S01.S02.S01.S02.S03.S02.S01;1;implementation: child from 0158 add tiny copyFromBuffer fast path count<=4;medium;60,070 ms;63,178 ms;57,387 ms;59,622 ms;-5,062%;4,467%;0,980565;1,944%;0158;0,954814;-2,219%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,965887;0,904004;-6,845%;0,980565;0,992817;1,234%;0,981624;0,969877;-1,211%;7/7;0;384,596 ms;1,00%;0;0,992817;0,980565;1,234%;77920,000 ms (77,920 s);78320,000 ms (78,320 s);17623,277 ms (17,623 s);17561,448 ms (17,561 s);53464,444 ms (53,464 s);0,975999;0,954814;-2,219%;4,519%;2,400%;;;
snapshot;2026-03-24T22:07:12.316Z;0160;loser;0159;B03.S01.S01.S03.S02.S01.S01.S02.S01.S02.S03.S02.S01;2;implementation: forward-only tune BULK_COPY_THRESHOLD 800->768 on 0159 chain;medium;64,022 ms;66,817 ms;62,055 ms;62,718 ms;0,067%;3,073%;0,991943;0,806%;0158;0,962362;-1,349%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,949714;0,954628;0,515%;0,991943;0,959244;-3,409%;0,984910;0,973313;-1,192%;7/7;0;361,314 ms;1,00%;0;0,959244;0,991943;-3,409%;82449,000 ms (82,449 s);82830,000 ms (82,830 s);18824,377 ms (18,824 s);18542,912 ms (18,543 s);56624,823 ms (56,625 s);0,975346;0,962362;-1,349%;3,764%;2,465%;;;
snapshot;2026-03-24T22:08:45.452Z;0161;loser;0160;B03.S01.S01.S03.S02.S01.S01.S02.S01.S02.S03.S02.S01;3;implementation: forward-only tune DEFAULT_MIN_GALLOPING 10->11 on 0159 chain;medium;63,038 ms;65,300 ms;60,744 ms;59,606 ms;-0,387%;3,638%;0,974119;2,588%;0158;0,984137;0,510%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,990512;1,019250;2,820%;0,974119;0,980672;0,668%;0,972827;0,953592;-2,017%;7/7;0;382,858 ms;1,00%;0;0,980672;0,974119;0,668%;82368,000 ms (82,368 s);82767,000 ms (82,767 s);18756,755 ms (18,757 s);18445,903 ms (18,446 s);56627,699 ms (56,628 s);0,979120;0,984137;0,510%;1,586%;2,088%;;;
snapshot;2026-03-24T22:10:20.365Z;0162;loser;0161;B03.S01.S01.S03.S02.S01.S01.S02.S01.S02.S03.S02.S01;4;implementation: forward-only tune DEFAULT_MIN_MERGE 76->80 on 0159 chain;medium;65,350 ms;64,104 ms;63,125 ms;61,073 ms;1,873%;3,404%;0,980242;1,976%;0158;0,960619;-0,016%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,937602;0,979395;4,267%;0,980242;0,930629;-5,331%;0,964976;0,972567;0,780%;7/7;0;404,244 ms;1,00%;0;0,930629;0,980242;-5,331%;83617,000 ms (83,617 s);84035,000 ms (84,035 s);18870,877 ms (18,871 s);18605,688 ms (18,606 s);57121,307 ms (57,121 s);0,960777;0,960619;-0,016%;3,938%;3,922%;;;
snapshot;2026-03-24T22:11:59.556Z;0163;loser;0162;B03.S01.S01.S03.S02.S01.S01.S02.S01.S02.S03.S02.S01;5;implementation: final forward step tune BULK_COPY_THRESHOLD 768->736 on 0159 chain;medium;65,324 ms;65,222 ms;63,230 ms;64,067 ms;2,225%;3,206%;0,934642;6,536%;0158;0,932603;-0,729%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,919857;0,895079;-2,768%;0,934642;0,933527;-0,119%;0,964237;0,970739;0,670%;7/7;0;405,386 ms;1,00%;0;0,933527;0,934642;-0,119%;85589,000 ms (85,589 s);86012,000 ms (86,012 s);18893,895 ms (18,894 s);18954,908 ms (18,955 s);57629,204 ms (57,629 s);0,939398;0,932603;-0,729%;6,740%;6,060%;;;
snapshot;2026-03-24T22:13:46.228Z;0164;loser;0158;B03.S01.S01.S03.S02.S01.S01.S02.S01.S02.S03.S02.S02;1;implementation: sibling from 0158 restrict copyWithin to backward large copies;medium;62,420 ms;65,681 ms;59,803 ms;61,701 ms;-4,303%;4,192%;0,964756;3,524%;0158;0,949768;-2,019%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,952801;0,917815;-3,812%;0,964756;0,953880;-1,140%;0,989644;0,978596;-1,129%;7/7;0;349,341 ms;1,00%;0;0,953880;0,964756;-1,140%;81553,000 ms (81,553 s);81918,000 ms (81,918 s);18565,685 ms (18,566 s);18316,553 ms (18,317 s);55919,121 ms (55,919 s);0,968946;0,949768;-2,019%;5,023%;3,105%;;;
snapshot;2026-03-24T22:15:24.097Z;0165;loser;0164;B03.S01.S01.S03.S02.S01.S01.S02.S01.S02.S03.S02.S02;2;implementation: forward-only with backward-copyWithin tune BULK_COPY_THRESHOLD 800->768;medium;64,515 ms;64,741 ms;61,362 ms;62,625 ms;0,470%;4,886%;0,943959;5,604%;0158;0,972394;0,823%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,968661;0,980223;1,179%;0,943959;0,961071;1,781%;0,980918;0,975991;-0,505%;7/7;0;393,703 ms;1,00%;0;0,961071;0,943959;1,781%;84223,000 ms (84,223 s);84633,000 ms (84,633 s);18908,361 ms (18,908 s);19014,262 ms (19,014 s);57658,052 ms (57,658 s);0,964390;0,972394;0,823%;2,761%;3,561%;;;
snapshot;2026-03-24T22:17:00.794Z;0166;loser;0165;B03.S01.S01.S03.S02.S01.S01.S02.S01.S02.S03.S02.S02;3;implementation: forward-only with backward-copyWithin+threshold768 tune DEFAULT_MIN_GALLOPING 10->11;medium;65,277 ms;62,605 ms;62,423 ms;62,572 ms;-0,952%;4,372%;0,967928;3,207%;0158;0,968942;-0,478%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,977649;0,981219;0,364%;0,967928;0,963435;-0,466%;0,975159;0,962286;-1,338%;7/7;0;421,143 ms;1,00%;0;0,963435;0,967928;-0,466%;82781,000 ms (82,781 s);83217,000 ms (83,217 s);18785,145 ms (18,785 s);18689,280 ms (18,689 s);56944,089 ms (56,944 s);0,973570;0,968942;-0,478%;3,106%;2,643%;;;
